code,date,type,titre,demandeur,nb votants,requis,pour,contre,abstentions,demandeur REP,demandeur LAREM,demandeur FI,demandeur PS,demandeur EELV,demandeur MODEM,demandeur ND,demandeur RPS,demandeur UDRL,demandeur PCF,demandeur CDP,demandeur GOV,demandeur COM SPE
VTANR5L15V210,2017-10-31,scrutin public ordinaire,"l'amendement n° 306 de Mme Rabault à l'article 29 et État B de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission Anciens combattants, mémoire et liens avec la Nation","Président du groupe ""Nouvelle Gauche""",90,45,32,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2100,2019-09-27,scrutin public ordinaire,l'amendement n° 779 de Mme Lorho et les amendements identiques suivants à l'article 2 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",43,20,33,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2101,2019-09-27,scrutin public ordinaire,l'article 2 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",45,23,39,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2102,2019-09-27,scrutin public ordinaire,l'amendement n° 2231 de M. Touraine après l'article 2 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",37,18,10,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2103,2019-09-27,scrutin public ordinaire,l'amendement n° 2559 (rect.) de Mme Firmin Le Bodo après l'article 2 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""Président du groupe ""UDI et Indépendants""",36,19,35,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2104,2019-10-01,scrutin public ordinaire,l'amendement n° 2580 de M. Brindeau à l'article 3 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""UDI, Agir et Indépendants""",103,51,19,82,2,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2105,2019-10-01,scrutin public ordinaire,l'amendement n° 80 de M. Breton et les amendements identiques suivants à l'article 3 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",114,55,28,81,5,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2106,2019-10-02,scrutin public ordinaire,l'amendement n° 2322 de M. Lachaud à l'article 3 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La France insoumise""",87,44,38,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2107,2019-10-02,scrutin public ordinaire,l'amendement n° 2449 de Mme Dubost à l'article 3 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""UDI, Agir et Indépendants""",79,38,17,58,4,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2108,2019-10-02,scrutin public ordinaire,l'article 3 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",83,37,57,16,10,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2109,2019-10-03,scrutin public ordinaire,l'amendement n° 2026 de M. Saulignac à l'article 4 du projet de loi relatif à la bioéthique (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",61,30,17,42,2,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V211,2017-10-31,scrutin public ordinaire,"l'amendement n° 304 de Mme Rabault à l'article 29 et État B de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission Anciens combattants, mémoire et liens avec la Nation","Président du groupe ""Nouvelle Gauche""",73,37,25,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2110,2019-10-03,scrutin public ordinaire,l'amendement n° 2457 de Mme Dubost à l'article 4 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""UDI, Agir et Indépendants""",52,26,20,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2111,2019-10-03,scrutin public ordinaire,l'amendement n° 1810 de M. Saulignac à l'article 4 du projet de loi relatif à la bioéthique (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",36,18,9,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2112,2019-10-03,scrutin public ordinaire,l'amendement n° 2345 de Mme Obono à l'article 4 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La France insoumise""",48,24,9,37,2,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2113,2019-10-03,scrutin public ordinaire,l'article 4 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""UDI, Agir et Indépendants""",32,17,25,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2114,2019-10-04,scrutin public ordinaire,l'amendement n° 1826 de Mme Battistel après l'article 6 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Socialistes et apparentés""",32,17,7,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2115,2019-10-04,scrutin public ordinaire,l'article 8 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",28,14,26,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2116,2019-10-04,scrutin public ordinaire,l'amendement n° 1653 de M. Berta après l'article 9 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""du Mouvement Démocrate et apparentés""",37,17,10,23,4,0,0,0,0,0,1,0,0,0,0,0,0,0
VTANR5L15V2117,2019-10-04,scrutin public ordinaire,l'amendement n° 2583 de M. Brindeau à l'article 10 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""UDI, Agir et Indépendants""",27,13,13,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2118,2019-10-04,scrutin public ordinaire,l'amendement n° 2537 de Mme de Vaucouleurs après l'article 10 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",22,12,4,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2119,2019-10-04,scrutin public ordinaire,l'amendement n° 1844 de M. Bazin après l'article 10 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",31,16,8,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V212,2017-10-31,scrutin public ordinaire,l'amendement n° 308 de Mme Rabault à l'article 29 et État B de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission Justice,"Président du groupe ""Nouvelle Gauche""",70,31,8,53,9,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2120,2019-10-04,scrutin public ordinaire,l'article 11 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",33,15,29,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2121,2019-10-04,scrutin public ordinaire,l'amendement n° 2332 de M. Chiche à l'article 14 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",31,16,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2122,2019-10-04,scrutin public ordinaire,l'amendement n° 257 de M. Breton et les amendements identiques suivants à l'article 14 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",33,17,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2123,2019-10-04,scrutin public ordinaire,l'amendement n° 2347 de M. Bazin à l'article 14 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",32,17,7,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2124,2019-10-04,scrutin public ordinaire,l'amendement n° 256 de M. Breton et les amendements identiques suivants à l'article 14 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",33,17,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2125,2019-10-04,scrutin public ordinaire,l'article 14 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",32,16,26,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2126,2019-10-04,scrutin public ordinaire,l'article 16 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",33,16,28,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2127,2019-10-04,scrutin public ordinaire,l'amendement n° 1080 de Mme Brunet après l'article 19 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",36,17,7,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2128,2019-10-07,scrutin public ordinaire,l'amendement n° 781 de M. Berta et les amendements identiques suivants après l'article 19 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""Président du groupe ""du Mouvement Démocrate et apparentés""Président du groupe ""UDI, Agir et Indépendants""",89,43,32,52,5,1,0,0,0,0,1,0,0,1,0,0,0,0
VTANR5L15V2129,2019-10-07,scrutin public ordinaire,l'amendement n° 1812 de M. Saulignac après l'article 19 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",88,42,29,53,6,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V213,2017-10-31,scrutin public ordinaire,l'amendement n° 186 de Mme Obono après l'article 57 de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission Justice,"Président du groupe ""de la Gauche démocrate et républicaine""",52,27,6,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2130,2019-10-08,scrutin public solennel,l'ensemble du projet de loi autorisant la ratification du traité entre la République française et la République fédérale d'Allemagne sur la coopération et l'intégration franco-allemande (première lecture).,Conférence des Présidents,522,261,479,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2131,2019-10-08,scrutin public solennel,"la proposition de résolution pour une amitié franco-allemande dynamique et tournée vers l'avenir, au service de l'Europe et pour une mise en œuvre rapide et ambitieuse du traité d'Aix-la-Chapelle (article 34-1 de la Constitution).",Conférence des Présidents,529,265,487,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2132,2019-10-08,scrutin public ordinaire,l'article 20 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",62,30,53,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2133,2019-10-08,scrutin public ordinaire,l'amendement n° 1827 de Mme Battistel à l'article 21 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Les Républicains""",58,28,8,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2134,2019-10-08,scrutin public ordinaire,l'amendement n° 2423 de M. Lachaud après l'article 21 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La France insoumise""",68,31,11,49,8,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2135,2019-10-08,scrutin public ordinaire,l'amendement n° 2427 de Mme Obono et l'amendement identique suivant après l'article 21 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La France insoumise""",111,55,19,89,3,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2136,2019-10-08,scrutin public ordinaire,l'amendement n° 2334 de M. Gérard après l'article 21 du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",112,48,91,3,18,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2137,2019-10-09,scrutin public ordinaire,l'amendement n° 1355 de M. Philippe Vigier à l'article 29 A du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""Libertés et Territoires""",94,48,40,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VTANR5L15V2138,2019-10-09,scrutin public ordinaire,l'article 29 A du projet de loi relatif à la bioéthique (première lecture).,"Président du groupe ""La République en Marche""",89,43,83,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2139,2019-10-09,scrutin public ordinaire,l'amendement de suppression n° 1 du Gouvernement à l'article 4 bis du projet de loi relatif à la bioéthique (seconde délibération) (première lecture).,"Président du groupe ""La République en Marche""Président du groupe ""Les Républicains""Président du groupe ""UDI, Agir et Indépendants""",169,82,139,23,7,1,1,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V214,2017-11-02,scrutin public ordinaire,"l'amendement n° 403 de Mme Rabault à l'article 29 et État B de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission agriculture, alimentation, forêt et affaires rurales","Président du groupe de la ""Gauche démocrate et républicaine""",93,45,43,46,4,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2140,2019-10-10,scrutin public ordinaire,l'article 2 de la proposition de loi visant à agir contre les violences au sein de la famille (première lecture).,"Président du groupe ""La République en Marche""",56,28,55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2141,2019-10-10,scrutin public ordinaire,l'amendement n° 124 (rect.) de Mme Valérie Boyer après l'article 10 de la proposition de loi visant à agir contre les violences au sein de la famille (première lecture).,"Président du groupe ""La République en Marche""",47,24,15,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2142,2019-10-10,scrutin public ordinaire,l'amendement n° 144 de Mme Tamarelle-Verhaeghe après l'article 10 de la proposition de loi visant à agir contre les violences au sein de la famille (première lecture).,"Président du groupe ""La République en Marche""",48,23,16,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2143,2019-10-10,scrutin public ordinaire,l'amendement n° 27 de M. Ruffin après l'article 11 de la proposition de loi visant à agir contre les violences au sein de la famille (première lecture).,"Président du groupe ""La République en Marche""",43,18,4,30,9,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2144,2019-10-14,scrutin public ordinaire,l'amendement de suppression n° 20 de Mme Anthoine et les amendements identiques suivants à l'article 11 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",72,37,18,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2145,2019-10-14,scrutin public ordinaire,l'amendement n° 1374 de Mme Rabault à l'article 11 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",68,34,15,51,2,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2146,2019-10-15,scrutin public solennel,l'ensemble du projet de loi relatif à la bioéthique (première lecture).,Conférence des Présidents,545,237,359,114,72,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2147,2019-10-15,scrutin public solennel,l'ensemble de la proposition de loi visant à agir contre les violences au sein de la famille (première lecture).,Conférence des Présidents,554,277,551,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2148,2019-10-15,scrutin public ordinaire,l'amendement n° 2847 de M. Fabien Roussel à l'article 16 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",76,34,17,49,10,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2149,2019-10-15,scrutin public ordinaire,l'amendement n° 2924 de la commission des finances et les amendements identiques suivants à l'article 16 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",83,40,79,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V215,2017-11-02,scrutin public ordinaire,"l'amendement de suppression n° 53 de M. Nury et les amendements identiques suivants à l'article 49 de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission agriculture, alimentation, forêt et affaires rurales","Président du groupe ""Les Républicains""Président du groupe ""de la Gauche démocrate et républicaine""",98,47,20,73,5,1,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2150,2019-10-16,scrutin public ordinaire,l'amendement n° 904 de M. Pauget et les amendements identiques suivants après l'article 16 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",106,48,46,49,11,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2151,2019-10-16,scrutin public ordinaire,l'amendement n° 1747 de M. Woerth après l'article 16 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",84,39,28,49,7,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2152,2019-10-16,scrutin public ordinaire,l'article 2 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La République en Marche""",72,35,65,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2153,2019-10-16,scrutin public ordinaire,l'amendement n° 1672 de M. Juanico après l'article 2 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",88,39,37,39,12,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2154,2019-10-16,scrutin public ordinaire,l'amendement n° 484 de Mme Pires Beaune après l'article 2 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",64,25,12,36,16,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2155,2019-10-17,scrutin public ordinaire,l'amendement n° 1852 de M. Orphelin et l'amendement identique suivant à l'article 18 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Libertés et Territoires""",62,31,10,50,2,0,0,0,0,0,0,0,1,0,0,0,0,0
VTANR5L15V2156,2019-10-17,scrutin public ordinaire,l'amendement n° 1127 de M. Le Fur après l'article 2 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",56,28,12,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2157,2019-10-17,scrutin public ordinaire,l'amendement n° 503 de Mme Rabault et les amendements identiques suivants à l'article 3 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",61,30,53,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2158,2019-10-17,scrutin public ordinaire,l'amendement n° 2328 de M. Coquerel après l'article 3 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La France insoumise""",57,29,9,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2159,2019-10-17,scrutin public ordinaire,l'amendement n° 2079 de M. Coquerel après l'article 3 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La France insoumise""",50,26,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V216,2017-11-02,scrutin public ordinaire,"l'amendement n° 135 de la commission des finances et l'amendement identique suivant après l'article 49 de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission agriculture, alimentation, forêt et affaires rurales","Président du groupe ""Les Constructifs : républicains, UDI, indépendants""",81,40,76,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2160,2019-10-17,scrutin public ordinaire,l'amendement n° 2088 de M. Coquerel après l'article 3 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La France insoumise""",53,27,6,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2161,2019-10-18,scrutin public ordinaire,l'amendement n° 729 de Mme Pires Beaune à l'article 5 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",44,22,14,28,2,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2162,2019-10-18,scrutin public ordinaire,l'article 5 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""Président du groupe ""Libertés et Territoires""",56,28,34,20,2,0,0,0,1,0,0,0,1,0,0,0,0,0
VTANR5L15V2163,2019-10-18,scrutin public ordinaire,l'amendement n° 2468 de M. Carrez après l'article 5 du projet de loi de finances pour 2020 (première lecture).,Président de séance,51,23,26,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2164,2019-10-18,scrutin public ordinaire,l'amendement n° 51 de M. Brun et les amendements identiques suivants après l'article 6 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",46,24,8,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2165,2019-10-18,scrutin public ordinaire,l'article 8 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La République en Marche""",37,17,32,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2166,2019-10-18,scrutin public ordinaire,l'amendement n° 2182 de M. Coquerel après l'article 8 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La France insoumise""",31,16,8,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2167,2019-10-18,scrutin public ordinaire,l'amendement n° 2244 de Mme Rubin après l'article 13 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La France insoumise""",37,19,3,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2168,2019-10-18,scrutin public ordinaire,l'amendement n° 2245 de Mme Rubin après l'article 13 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La France insoumise""",38,19,3,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2169,2019-10-18,scrutin public ordinaire,l'amendement n° 1714 de Mme Pires Beaune à l'article 21 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",36,18,9,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V217,2017-11-02,scrutin public ordinaire,"l'amendement n° 545 du Gouvernement à l'article 29 et État B de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission sport, jeunesse et vie associative","Président du groupe ""La République en Marche""",114,53,105,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2170,2019-10-21,scrutin public ordinaire,l'article 36 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""La République en Marche""",63,29,52,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2171,2019-10-21,scrutin public ordinaire,l'amendement n° 2122 de M. Juanico à l'article 27 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",165,81,80,81,4,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2172,2019-10-21,scrutin public ordinaire,l'amendement n° 2120 de M. Juanico à l'article 27 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",164,80,79,79,6,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2173,2019-10-21,scrutin public ordinaire,l'amendement n° 2327 de M. Gaultier et l'amendement identique suivant à l'article 27 du projet de loi de finances pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",170,84,89,77,4,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2174,2019-10-21,scrutin public ordinaire,l'article 35 du projet de loi de finances pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",61,31,42,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2175,2019-10-21,scrutin public ordinaire,l'amendement n° 1 du Gouvernement à l'article 26 bis du projet de loi de finances pour 2020 (seconde délibération) (première lecture).,"Présidente du groupe ""Socialistes et apparentés""Président du groupe ""Libertés et Territoires""",55,28,32,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0
VTANR5L15V2176,2019-10-21,scrutin public ordinaire,l'amendement n° 2 du Gouvernement à l'article 27 du projet de loi de finances pour 2020 (seconde délibération) (première lecture).,"Président du groupe ""Les Républicains""Président du groupe ""Libertés et Territoires""Présidente du groupe ""Socialistes et apparentés""",52,26,29,21,2,1,0,0,1,0,0,0,1,0,0,0,0,0
VTANR5L15V2177,2019-10-22,scrutin public solennel,la première partie du projet de loi de finances pour 2020 (première lecture).,Conférence des Présidents,556,271,354,186,16,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2178,2019-10-22,scrutin public ordinaire,"la motion de rejet préalable, déposée par M. Christian Jacob, du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).","Président du groupe ""Les Républicains""",136,67,48,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2179,2019-10-22,scrutin public ordinaire,l'amendement n° 697 de la commission des affaires sociales et les amendements identiques suivants à l'article 3 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""Les Républicains""Président du groupe ""UDI, Agir et Indépendants""Président du groupe ""Libertés et Territoires""Présidente du groupe ""Socialistes et apparentés""Président du groupe ""La France insoumise""",145,73,51,93,1,1,0,1,1,0,0,0,1,1,0,0,0,0
VTANR5L15V218,2017-11-02,scrutin public ordinaire,l'amendement n° 410 de M. Pupponi et l'amendement identique suivant à l'article 29 et État B de la seconde partie du projet de loi de finances pour 2018 (première lecture) - Mission cohésion des territoires,"Président du groupe ""La France insoumise""",100,47,26,66,8,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2180,2019-10-22,scrutin public ordinaire,l'article 3 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""Les Républicains""Président du groupe ""Libertés et Territoires""Présidente du groupe ""Socialistes et apparentés""",132,66,89,42,1,1,0,0,1,0,0,0,1,0,0,0,0,0
VTANR5L15V2181,2019-10-23,scrutin public ordinaire,l'article 6 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""Président du groupe ""La France insoumise""",97,45,76,12,9,0,0,1,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2182,2019-10-23,scrutin public ordinaire,l'amendement n° 700 de la commission des affaires sociales et l'amendement identique suivant à l'article 7 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""UDI, Agir et Indépendants""",103,51,49,51,3,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2183,2019-10-23,scrutin public ordinaire,le sous-amendement n° 2064 de M. Le Fur à l'amendement n° 701 de la commission des affaires sociales à l'article 7 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",105,50,37,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2184,2019-10-23,scrutin public ordinaire,l'amendement n° 701 de la commission des affaires sociales et l'amendement identique suivant à l'article 7 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",109,50,88,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2185,2019-10-23,scrutin public ordinaire,l'amendement n° 960 de M. Dharréville et l'amendement identique suivant à l'article 7 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",84,43,14,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2186,2019-10-23,scrutin public ordinaire,l'amendement n° 152 de M. Descoeur et les amendements identiques suivants après l'article 8 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""Les Républicains""",93,46,36,55,2,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2187,2019-10-23,scrutin public ordinaire,l'amendement n° 616 de M. Dharréville après l'article 8 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",116,56,15,95,6,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2188,2019-10-23,scrutin public ordinaire,l'amendement n° 1040 de M. Aviragnet après l'article 8 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",121,58,18,97,6,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2189,2019-10-23,scrutin public ordinaire,l'amendement n° 1973 (rect.) de M. Houlié après l'article 8 du projet de loi de financement de la sécurité sociale pour 2020 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""Présidente du groupe ""Socialistes et apparentés""",125,61,38,82,5,0,0,0,1,0,0,0,0,0,1,0,0,0
